UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
RxRealm,@RxRealm,2023-01-04T23:56:02.000Z,"RxRealm
@RxRealm
·
Jan 4","9 Best Stretches for CrossFit Athletes to Maximize Performance - [Source: Barbend]
https://rxrealm.com/blog/9-best-stretches-for-crossfit-athletes-to-maximize-performance/… #article #athlete #barbend #blog #crossfit #crossfitexerciseguide #crossfitworkout #crossfitarticle #crossfitblog #crossfitnews #fitness #fitnessarticle #fitnessblog #fu...",,,,,['https://pbs.twimg.com/media/FlqqZJyXkAIwOaa?format=jpg&name=small'],https://twitter.com/RxRealm/status/1610787167374024704
Randy Grover,@bioactive,2023-01-04T23:11:10.000Z,"Randy Grover
@bioactive
·
Jan 4",FULL Prescribing Information a specially formulated undenatured whey protein isolate. It holds several patents in the USA and worldwide and is listed by the FDA in the category of GRAS (generally recognized as safe). https://pdr.net/full-prescribing-information/Immunocal-cysteine-257…,,,,,['https://pbs.twimg.com/media/FlqgEwpWQAAdn0D?format=png&name=small'],https://twitter.com/bioactive/status/1610775875057762307
AB,@carolinaprimeAB,2023-01-04T21:55:19.000Z,"AB
@carolinaprimeAB
·
Jan 4",Threw up during my workout today smhhh! A good “welcome back” to CrossFit,,,,,['https://pbs.twimg.com/tweet_video_thumb/FlqOwuzXEAo9qap.jpg'],https://twitter.com/carolinaprimeAB/status/1610756789737295881
Coach Alderson,@SkeetAlderson,2023-01-04T23:26:42.000Z,"Coach Alderson
@SkeetAlderson
·
Jan 4","Gassed triceps and jelly legs. A great day at CrossFit Igneous with 
@Jack_Alderson10
 and Caden.",,,1,1,['https://pbs.twimg.com/media/FlqjDDgWAAI9t9B?format=jpg&name=small'],https://twitter.com/SkeetAlderson/status/1610779784803409926
Guillermo Quote Bot,@QuoteGuillermo,2023-01-04T23:33:40.000Z,"Guillermo Quote Bot
@QuoteGuillermo
·
Jan 4","Believe it or not, CrossFit gyms are full of virgins. No one's touched them, and the reason being is because they won't shut up about CrossFit.",,,1,1,[],https://twitter.com/QuoteGuillermo/status/1610781537888522240
seiji,@rafamatsumura,2023-01-04T23:08:45.000Z,"seiji
@rafamatsumura
·
Jan 4",Vocês são malucos de detestar treino de perna,,16,7,116,"['https://pbs.twimg.com/profile_images/1644024854872465417/MwKN1TUY_mini.jpg', 'https://pbs.twimg.com/media/FlqVLI2XEBYVofd?format=jpg&name=small']",https://twitter.com/rafamatsumura/status/1610775269652193280
Joe Maddon's 85 Olds,@joes85olds,2023-01-04T22:25:00.000Z,"Joe Maddon's 85 Olds
@joes85olds
·
Jan 4","Another day in Chicago....hey I have an idea..let's make murder illegal, punishable by life in prison. That should stop these gun deaths... Oh wait.. it's already illegal? But whey are they doing it if it's illegal?",,,1,1,"['https://pbs.twimg.com/profile_images/1604139175258853376/dpnyjEKw_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1610368519366918152/pu/img/9f1uBSNaDtOPsVTt.jpg']",https://twitter.com/joes85olds/status/1610764258996031489
Time do Povo,@povotime1910,2023-01-04T22:49:36.000Z,"Time do Povo
@povotime1910
·
Jan 4","Visando a partida de estreia no Paulistão, contra o RB Bragantino, o elenco do Corinthians voltou a treinar em dois períodos.

As atividades foram: aquecimento, treino de pressão pós perda, trabalho tático, movimentos ofensivos, cruzamentos e finalizações.

 [
@centraldotimao
]",🗞,12,14,760,['https://pbs.twimg.com/media/FlqbLsQWAAA4y4n?format=jpg&name=small'],https://twitter.com/povotime1910/status/1610770449469767681
Pickle,@BenMoore21,2023-01-04T22:15:31.000Z,"Pickle
@BenMoore21
·
Jan 4","Up early doors, walking, running, back in the gym hitting pads this morning, eating well, football and starting CrossFit on Friday morning. Feeling good. Maybe a fight or two this year as well. 2023 ",🤼,,,7,[],https://twitter.com/BenMoore21/status/1610761871484923904
Diário Palmeiras,@diario1914,2023-01-04T22:44:58.000Z,"Diário Palmeiras
@diario1914
·
Jan 4","O aniversariante do dia no treino de hoje.

Felicidades, minha Cria!

Parabéns, Garcia!",,1,4,281,['https://pbs.twimg.com/media/FlqaH-yXEAMjti3?format=jpg&name=small'],https://twitter.com/diario1914/status/1610769281569923072
Rachel Addyman,@RachelCoates75,2023-01-04T23:24:18.000Z,"Rachel Addyman
@RachelCoates75
·
Jan 4",Unbelievably this has been shared on a couple of CrossFit platforms. Going to have to take my A game to the gym on Friday.,,2,,5,"['https://pbs.twimg.com/profile_images/1661821973339467789/_Rg42lj1_mini.jpg', 'https://pbs.twimg.com/media/FloiD80WAAEL8UV?format=jpg&name=small']",https://twitter.com/RachelCoates75/status/1610779180597133313
Xerém Stuff,@XeremStuff,2023-01-04T22:23:00.000Z,"Xerém Stuff
@XeremStuff
·
Jan 4","Alguns Moleques de Xerém do Sub-17 e Sub-20 participaram do treino de hoje no CT Carlos Castilho. O atacante Marcão (05), presente na foto e que está inscrito na Copinha, além do zagueiro Loiola (05), o ponta Marlon (05) e o goleiro Kevyn (05).

: Marcelo Gonçalves/FFC",📸,,1,49,['https://pbs.twimg.com/media/FlqR9SoWYAUoSMz?format=jpg&name=small'],https://twitter.com/XeremStuff/status/1610763754412642322
Marcos Romero | Nutrición en Forma,@nutricionenform,2023-01-04T23:59:42.000Z,"Marcos Romero | Nutrición en Forma
@nutricionenform
·
Jan 4","Si vas empezando en el gimnasio:

1. No te obsesiones con los suplementos.
2. Llega a tus gramos de proteína
3. Lo básico te servirá más, no hagas ejercicios raros.
4. Establece un solo objetivo, perder grasa o ganar músculo, no ambos.
5. Aumenta la intensidad poco a poco.",,3,11,68,[],https://twitter.com/nutricionenform/status/1610788089198448640
Minas Tênis Clube,@MinasTenisClube,2023-01-04T23:47:47.000Z,"Minas Tênis Clube
@MinasTenisClube
·
Jan 4","Sorrisos e muuuuuito trabalho no primeiro treino do Gerdau Minas em 2023  pra cima que tá só começando! 

#VaiMinas #GerdauMinas #ParedãoAzul #Volleyball",✨ 💙,10,14,211,"['https://pbs.twimg.com/media/FlqofZOXoAY71m2?format=jpg&name=small', 'https://pbs.twimg.com/media/FlqofrDXgAAa5No?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Flqof9CXkAA5-DA?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlqogQLWQAM5j0J?format=jpg&name=360x360']",https://twitter.com/MinasTenisClube/status/1610785091252539393
Monique Vilela,@Monivilela,2023-01-04T22:24:08.000Z,"Monique Vilela
@Monivilela
·
Jan 4","O jogo-treino de amanhã contra o Camboriú, no CT do Caju, será em um dos campos do CT que tem aquele gramado mais parecido com os que o Athletico vai encontrar pela frente no Paranaense. Ideia é deixar o grupo mais próximo da realidade que vai ter no Estadual.",,2,3,73,[],https://twitter.com/Monivilela/status/1610764042146119680
Russell Villafuerte,@RussellVTV,2023-01-04T22:16:34.000Z,"Russell Villafuerte
@RussellVTV
·
Jan 4",My weight has always been on the 57-60kgs range. I'm 58kgs today. I need to bulk up para bumorta na me. Whey protein here we go! Lols sorry sa kalat sa likod. ,😅,,,3,['https://pbs.twimg.com/media/FlqToHQaMAEC-L6?format=jpg&name=small'],https://twitter.com/RussellVTV/status/1610762138418810881
Meu Timão,@MeuTimao,2023-01-04T22:45:06.000Z,"Meu Timão
@MeuTimao
·
Jan 4","Pedro falou sobre o gol que marcou no jogo-treino entre o Sub-20 e profissionais do Corinthians.

Tem que ter MUITA personalidade pra meter uma cavadinha no Cássio ",😳,1,4,135,['https://pbs.twimg.com/media/FlqaKNNX0A413WY?format=jpg&name=small'],https://twitter.com/MeuTimao/status/1610769319138295808
Molotovsky,@GriffTheImpaler,2023-01-04T22:48:24.000Z,"Molotovsky
@GriffTheImpaler
·
Jan 4","This ends with Kevin McCarthy handcuffed to the radiator in the Speaker's Office, and Marjorie Taylor Greene patrolling the door in her CrossFit clothes, waving kettlebells, threatening anyone who tries to remove Kevin.",🥀,,,2,['https://pbs.twimg.com/profile_images/1335565046290804738/eGXNmTvg_mini.jpg'],https://twitter.com/GriffTheImpaler/status/1610770148809650181
Lorenzo Ridolfi,@lorenzoridolfi,2023-01-04T23:20:10.000Z,"Lorenzo Ridolfi
@lorenzoridolfi
·
Jan 4","Um dos mais prestigiados jornais de cardiologia do mundo mostra que os jovens vacinados que tiveram miocardite possuem a proteína spike livre no sangue (sem estar ligada a um anticorpo).
Mas se você prefere seguir o que o Globo e a Folha dizem, boa sorte! 
https://ahajournals.org/.../CIRCULATIONAHA.122.061025…",,16,331,917,[],https://twitter.com/lorenzoridolfi/status/1610778141949136897
Adriana Amaral also @adriamaral@aoir.social,Adriana Amaral also @adriamaral@aoir.social,2023-01-04T23:26:52.000Z,"Adriana Amaral also @adriamaral@aoir.social
@adriaramaral
·
Jan 4",Assistindo a festa pro Suárez lá na Arena com minha blusinha de treino. Goticah e gremista,,,,16,['https://pbs.twimg.com/media/Flqjt15XEAAM3KW?format=jpg&name=small'],https://twitter.com/adriaramaral/status/1610779828369620994
SPRTER,@sprterapp,2023-01-04T22:22:06.000Z,"SPRTER
@sprterapp
·
Jan 4","To request a wide range of unique fan experiences with 
@natalieallport
 & othersporters, download the free #SPRTERapp  - the sport experience platform (link in bio) 

#SPRTER #sporter #NIL #crossfit #crossfitter #crossfitgames #crossfitgirls #crossfiter #fitness",🔝 📲 💪 💪,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1610763403995320333/pu/img/PQ6xJugWH79yi70y.jpg'],https://twitter.com/sprterapp/status/1610763529254211584
Fat Kid Deals,@FatKidDeals,2023-01-04T22:59:30.000Z,"Fat Kid Deals
@FatKidDeals
·
Jan 4","Today Only!

Save BIG on Nutricost Health Supplements!

5lb Whey Protein, as low as $37.26, retail $56.95! https://fkd.sale/?l=https://amzn.to/3X4AryJ…

BCAA, $17.24, retail $32 https://fkd.sale/?l=https://amzn.to/3QeSxfg…

TONS more options on sale --> https://fkd.sale/?l=https://amzn.to/3GhV5ot…",,,,1,"['https://pbs.twimg.com/media/FlnUKbOaYAEQRCW?format=jpg&name=small', 'https://pbs.twimg.com/media/FlnUKbWaMAAS3ZG?format=jpg&name=small']",https://twitter.com/FatKidDeals/status/1610772939787362306
☾ PatBrutal -,@PatriciaBrutal,2023-01-04T23:47:18.000Z,"☾ PatBrutal -
@PatriciaBrutal
·
Jan 4","First CrossFit session completed 

Holy shit I'm dying but holy shit that was fun!",🕷 🔥 🎲 ✅,,,5,['https://pbs.twimg.com/tweet_video_thumb/FlqoZBfWIAAfR_q.jpg'],https://twitter.com/PatriciaBrutal/status/1610784970980708354
Achadinhos da Shô,@achadinhodasho,2023-01-05T22:40:49.000Z,"Achadinhos da Shô
@achadinhodasho
·
Jan 5",suplementos mais vendidos  - a thread,,30,47,640,"['https://pbs.twimg.com/media/Flviw2qWIAEZMaY?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Flviw2qXwAAzZtT?format=jpg&name=360x360']",https://twitter.com/achadinhodasho/status/1611130626215923713
Luis,@luismeza09,2023-01-05T23:58:34.000Z,"Luis
@luismeza09
·
Jan 5","Cualquiera que tenga un poquito de conocimiento de suplementación deportiva sabe que los suplementos de Saschafitness son una basura en cuanto calidad/precio, se encuentran mejores marcas y calidad por menor precio",,2,2,18,[],https://twitter.com/luismeza09/status/1611150194736861185
Gestão Tricolor,@GestaoTricolor,2023-01-05T23:33:37.000Z,"Gestão Tricolor
@GestaoTricolor
·
Jan 5","Alan Franco chegou hoje e, mesmo com chuva, já foi convocado pelo Ceni pra colar no treino.
Trabalho! ",,,9,331,['https://pbs.twimg.com/media/Flvu2V5WAAAMpvv?format=jpg&name=small'],https://twitter.com/GestaoTricolor/status/1611143912709672961
RxRealm,@RxRealm,2023-01-05T23:55:38.000Z,"RxRealm
@RxRealm
·
Jan 5","Derek Lunsford Will Not Compete at the 2023 Arnold Classic - [Source: Barbend]
https://rxrealm.com/blog/derek-lunsford-will-not-compete-at-the-2023-arnold-classic/… #article #athlete #barbend #blog #bodybuilding #crossfit #crossfitarticle #crossfitblog #crossfitnews #dereklunsford #fitness #fitnessarticle #fitnessblog #functionalfitness...",,,,,['https://pbs.twimg.com/media/Flvz5KdXEAEcwZ4?format=png&name=small'],https://twitter.com/RxRealm/status/1611149457239810051
Marcelo Santos,@santosmarrcelo,2023-01-05T23:58:06.000Z,"Marcelo Santos
@santosmarrcelo
·
Jan 5","Se tem uma coisa que eu posso recomendar pras pessoas é o tal do treino de mobilidade. Do caralho, a pessoa se sente nova.",,1,3,8,[],https://twitter.com/santosmarrcelo/status/1611150074238701568
bobaiona,@isachora_,2023-01-05T22:21:41.000Z,"bobaiona
@isachora_
·
Jan 5",N aguento mais gorfar tomando whey,,,,1,[],https://twitter.com/isachora_/status/1611125811100385280
Portela,@PortasOG,2023-01-05T21:58:47.000Z,"Portela
@PortasOG
·
Jan 5","Ninguém diz fato de treino, toda a gente diz fatetreino",,1,15,78,[],https://twitter.com/PortasOG/status/1611120050001350659
"Izzy, not Ez, or vice versa",@heckizy,2023-01-05T22:09:16.000Z,"Izzy, not Ez, or vice versa
@heckizy
·
Jan 5","Hear hear! The truth repugnicans don’t wanna hear, nor do they want their constituents to hear, because then, they’d NEVER vote Republican again!
Whey say NO, to ANYTHING that HELPS people, and YES to ANYTHING that makes them RICHER!
#hypocrites",,,,,"['https://pbs.twimg.com/profile_images/1335565046290804738/eGXNmTvg_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1611074205956640770/pu/img/iZ0FE3CGtTXnmPCx.jpg']",https://twitter.com/heckizy/status/1611122687212150785
Joao Guimarães,@guimaraes3d,2023-01-05T22:05:15.000Z,"Joao Guimarães
@guimaraes3d
·
Jan 5","Estavam com saudades dos bastidores?

Hoje no pós treino o Adriel me desafiou a chutar com efeito.

Agora além do DVD do Renato vai ter o DVD do Joãozinho 

 
@fathiele
 
 @Passarinho95
, Julia Brasil e Maurico Cardoso.",🤣 🤣 🤣 🎥 🎤,20,25,734,['https://pbs.twimg.com/ext_tw_video_thumb/1611121637725708288/pu/img/1x1ld_XGMUOs3-6p.jpg'],https://twitter.com/guimaraes3d/status/1611121675822632960
Point Grey Mgmt,@PointGreyMgmt,2023-01-05T23:44:44.000Z,"Point Grey Mgmt
@PointGreyMgmt
·
Jan 5",Spending time at the Neocortex Hardcore Fitness gym #crossfit #crossfitcommunity #crossfitlife #crossfitgames #crossfitter #crossfitlove #crossfitgirls #crossfitmen #crossfittraining #crossfitbox #crossfitness #strengthtraining #wellness #lifestyle #fitfam #instafit #motivation,,,,,['https://pbs.twimg.com/media/FlvxZIcXoAAHLGe?format=jpg&name=small'],https://twitter.com/PointGreyMgmt/status/1611146710872465408
gamora.,@lwadecristal,2023-01-05T23:18:48.000Z,"gamora.
@lwadecristal
·
Jan 5",castigo do monstro: o fone descarregar no meio do treino e te obrigar a ouvir as músicas chatas da academia,🎬 🐾,1,10,33,[],https://twitter.com/lwadecristal/status/1611140186523533313
PersonalFitness3,@personalfitnes3,2023-01-05T22:29:19.000Z,"PersonalFitness3
@personalfitnes3
·
Jan 5","Hydrolyzed Whey Protein Compared - Hydro Whey vs ISO 100 https://youtu.be/qrutkNYNxQk
LIKE  SHARE  COMMENT",▪ ▪,,,,['https://pbs.twimg.com/media/FlvgISVWYAAUtq9?format=jpg&name=small'],https://twitter.com/personalfitnes3/status/1611127732414423042
Fla Galaxy,@FlaGalaxy,2023-01-05T23:16:35.000Z,"Fla Galaxy
@FlaGalaxy
·
Jan 5",Gabigol no treino de hoje (05/01).,,,5,84,['https://pbs.twimg.com/media/Flvq7Q7WQAAaY9j?format=jpg&name=360x360'],https://twitter.com/FlaGalaxy/status/1611139629259919361
PersonalFitness3,@personalfitnes3,2023-01-05T22:32:24.000Z,"PersonalFitness3
@personalfitnes3
·
Jan 5","#videos2watchNOW
100% Whey Protein Supplement Review | First Impressions | LABRADA Nutrition 

Watch the video:
https://youtu.be/MRckgLT5Ytw #supplements
LIKE  SHARE  COMMENT",▪ ▪,,,,['https://pbs.twimg.com/media/Flvg12oXwAE4pI_?format=jpg&name=small'],https://twitter.com/personalfitnes3/status/1611128509593784323
Diário SPFC,@diario_spfc,2023-01-05T22:46:19.000Z,"Diário SPFC
@diario_spfc
·
Jan 5","Alan Franco já participou do treino desta quinta-feira 

 Rubens Chiri",📸,1,4,327,['https://pbs.twimg.com/media/FlvkBgXWQAAJd2-?format=jpg&name=small'],https://twitter.com/diario_spfc/status/1611132010508025857
rhaiffe,@rhaiffe,2023-01-05T23:33:12.000Z,"rhaiffe
@rhaiffe
·
Jan 5",serasse volto pro crossfit?,,,,,[],https://twitter.com/rhaiffe/status/1611143810595028992
gabrella,@gabfsiq,2023-01-05T23:34:43.000Z,"gabrella
@gabfsiq
·
Jan 5",i si eu voltar pro crossfit,,1,,3,[],https://twitter.com/gabfsiq/status/1611144190150197248
Israel JD,@israelsiuou,2023-01-05T23:52:45.000Z,"Israel JD
@israelsiuou
·
Jan 5","Fitness crossfit motivation Sports body training muscle #shorts https://youtube.com/watch?v=UjRTr4medio&feature=share… via 
@YouTube",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1611148513378803714/pu/img/vEPIopQVqY09K169.jpg'],https://twitter.com/israelsiuou/status/1611148729154736130
matt,@mattmartiniano,2023-01-05T22:01:33.000Z,"matt
@mattmartiniano
·
Jan 5",Good Form e God is a Woman nn pd faltar na playlist de treino,,1,,1,[],https://twitter.com/mattmartiniano/status/1611120743286439937
CrossFit Harrogate,@CFHarrogate,2023-01-05T22:19:42.000Z,"CrossFit Harrogate
@CFHarrogate
·
Jan 5","It was a #Herothursday kind of day 

CROSSFIT HERO WOD

“HOTSHOTS 19”

6 Rounds For Time
30 Air Squats
19 Power Cleans (135/95 lb)
7 Strict Pull-Ups
400 meter Run

Top effort team 

#newyearnewchallenge 
#bettertogether #betterthanyesterday #crossfit #harrogate #crossfituk",🔥 💪 👏,,,,"['https://pbs.twimg.com/media/Flvd7CtWAAE848G?format=jpg&name=small', 'https://pbs.twimg.com/media/Flvd7oxX0AA8vKQ?format=jpg&name=360x360']",https://twitter.com/CFHarrogate/status/1611125312225701889
The BLACK Blair Waldorf,@BlackSoulBree,2023-01-05T23:26:09.000Z,"The BLACK Blair Waldorf
@BlackSoulBree
·
Jan 5",Why do whey protein taste like that? I don’t want this shit no more,😜,,,,[],https://twitter.com/BlackSoulBree/status/1611142035859472385
jaz,@twiceturtIe,2023-01-05T22:07:01.000Z,"jaz
@twiceturtIe
·
Jan 5","Had a smoothie with frozen berries, siggi's yoghurt (the best yoghurt ever), banana, fresh blueberries, chocolate whey protein powder and oat milk for breakfast this morning it was yummy. trying to commit to this whole new year new me thing lmao.",,,,1,[],https://twitter.com/twiceturtIe/status/1611122122558169088
Anne Martin,@martisanne,2023-01-05T22:58:18.000Z,"Anne Martin
@martisanne
·
Jan 5","Lady beast necklace, crossfit girl, fitness necklace, women who lift, gift idea fitness instructor gym coach, sports, sports necklace, G1 https://tuppu.net/ea7157b6 #EtsyTeamUnity #TMTinsta #GymInstructorGift",,,,,"['https://pbs.twimg.com/media/FlvmwksXwAIFG1Y?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlvmwzoXgAAsyWb?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlvmxGLXwAABijE?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlvmxNyXEAcYAXo?format=jpg&name=360x360']",https://twitter.com/martisanne/status/1611135026854350850
Josh Pirtle,@joshpirt_,2023-01-05T22:44:59.000Z,"Josh Pirtle
@joshpirt_
·
Jan 5","Hey #ChapGPT, I'm a CrossFitter who started an #NFL #podcast...
""A CrossFit athlete starting an NFL podcast? Talk about a power play! #crossfit""",,,,2,[],https://twitter.com/joshpirt_/status/1611131674192154626
Osawatomie Brown,@mddlfrk,2023-01-05T22:08:41.000Z,"Osawatomie Brown
@mddlfrk
·
Jan 5","""you know, I do crossfit too!""",,,,3,"['https://pbs.twimg.com/profile_images/1592898181972434944/Dy9INClZ_mini.jpg', 'https://pbs.twimg.com/media/FlvMfVxaMAUFrqY?format=jpg&name=small']",https://twitter.com/mddlfrk/status/1611122539237081088
Diário Palmeiras,@diario1914,2023-01-05T23:36:08.000Z,"Diário Palmeiras
@diario1914
·
Jan 5",Deu ruim pro Atuesta no treino de hoje.,,,3,153,"['https://pbs.twimg.com/media/FlvvYBjXwAAmLb4?format=jpg&name=small', 'https://pbs.twimg.com/media/FlvvbVXWAAEcYnS?format=jpg&name=small']",https://twitter.com/diario1914/status/1611144546720661505
